"imdb_id","genre_id"
"tt2022507",7
"tt35048973",7
"tt34761368",7
"tt39240255",7
"tt1356808",7
"tt5882416",7
"tt11313944",7
"tt16246920",7
"tt31107212",7
"tt1619803",7
"tt13834788",7
"tt11900398",7
"tt7407168",7
"tt1385919",7
"tt35668683",7
"tt10656188",7
"tt2943352",7
"tt9044128",7
"tt7843946",7
"tt1369695",7
"tt8517236",7
"tt7095260",7
"tt21619378",7
"tt18291774",7
"tt11936782",7
"tt31547884",7
"tt11754464",7
"tt21146854",7
"tt7526164",7
"tt16266336",7
"tt14490962",7
"tt8453090",7
"tt10551450",7
"tt1930290",7
"tt15215918",7
"tt27524980",7
"tt18972098",7
"tt7777974",7
"tt2998380",7
"tt8065816",7
"tt7885874",7
"tt27680383",7
"tt4235034",7
"tt1445097",7
"tt23807292",7
"tt4235342",7
"tt11271990",7
"tt22029884",7
"tt13606090",7
"tt12593454",7
"tt7746238",7
"tt10795930",7
"tt14807282",7
"tt32881480",7
"tt11853706",7
"tt10056322",7
"tt26751365",7
"tt23711186",7
"tt13393058",7
"tt1934427",7
"tt8890582",7
"tt21147038",7
"tt27004148",7
"tt24517860",7
"tt11853484",7
"tt31549532",7
"tt1301264",7
"tt7527716",7
"tt9581978",7
"tt8520966",7
"tt10495746",7
"tt5164606",7
"tt13729220",7
"tt26903085",7
"tt7803936",7
"tt9307666",7
"tt10457580",7
"tt11644348",7
"tt14728292",7
"tt34757117",7
"tt10645298",7
"tt4818844",7
"tt1369642",7
"tt28080971",7
"tt9121144",7
"tt10340748",7
"tt7624578",7
"tt13484872",7
"tt2375479",7
"tt6120690",7
"tt9530954",7
"tt10651304",7
"tt11127878",7
"tt2285477",7
"tt1657339",7
"tt18556496",7
"tt28600736",7
"tt30833434",7
"tt32351596",7
"tt12217814",7
"tt9476372",7
"tt4580370",7
"tt5874502",7
"tt8076266",7
"tt1369687",7
"tt9543488",7
"tt1308937",7
"tt11738452",7
"tt11786202",7
"tt2589132",7
"tt15763878",7
"tt2692476",7
"tt27648500",7
"tt11799822",7
"tt14766540",7
"tt1198186",7
"tt2187572",7
"tt11768034",7
"tt18436986",7
"tt14534402",7
"tt5687416",7
"tt9511256",7
"tt11644304",7
"tt2354069",7
"tt35049002",7
"tt27246087",7
"tt20224156",7
"tt34867385",7
"tt11710090",7
"tt2902576",7
"tt15107990",7
"tt28131321",7
"tt15484488",7
"tt2455458",7
"tt8900302",7
"tt1438496",7
"tt33349813",7
"tt14807346",7
"tt2912316",7
"tt32023078",7
"tt1129405",7
"tt10357406",7
"tt2022321",7
"tt11644516",7
"tt10394822",7
"tt12351994",7
"tt1236958",7
"tt2251864",7
"tt10613796",7
"tt30476511",7
"tt8250640",7
"tt10478036",7
"tt34504216",7
"tt10816420",7
"tt5605508",7
"tt6366854",7
"tt1693693",7
"tt21372280",7
"tt7127652",7
"tt30833436",7
"tt34869604",7
"tt28296772",7
"tt11835236",7
"tt10613838",7
"tt5674378",7
"tt1657400",7
